"AGE","SEX","MARRIED","PROPERTY_COMPEN","PARENT_INC","COLLEGE","VIOLENT","STRIKE","FORCE","AGE_SQUARE"
35,0,1,1,"2","1",0,1,0,1225
29,0,0,1,"2","1",0,1,0,841
26,0,1,1,"2","0",0,1,0,676
45,1,1,0,"2","0",0,1,0,2025
31,0,0,1,"2","0",1,1,0,961
25,0,1,1,"2","0",1,1,0,625
32,0,1,0,"2","0",0,0,0,1024
30,1,0,0,"3","1",0,0,0,900
28,1,1,0,"2","1",0,0,0,784
40,0,1,1,"3","0",0,0,0,1600
36,0,1,1,"4","1",1,1,0,1296
34,0,1,1,"3","0",0,0,0,1156
31,0,1,1,"2","0",0,0,0,961
30,0,1,1,"3","1",0,0,0,900
36,1,1,1,"3","0",1,0,1,1296
34,1,1,1,"3","0",1,0,1,1156
31,1,1,1,"2","1",1,0,1,961
27,1,0,1,"2","1",0,0,0,729
43,0,0,1,"2","0",1,0,1,1849
40,1,1,1,"3","1",1,0,1,1600
46,0,1,0,"3","0",1,1,0,2116
35,1,1,1,"3","0",0,0,0,1225
31,0,1,1,"3","0",0,0,0,961
31,1,0,1,"1","1",1,0,1,961
29,1,0,1,"3","1",0,0,0,841
25,1,0,1,"1","0",0,0,0,625
46,0,0,1,"4","0",0,1,0,2116
45,0,0,1,"2","0",0,1,0,2025
43,1,0,1,"3","0",0,1,0,1849
29,0,1,1,"3","1",1,0,1,841
25,0,1,1,"1","0",1,0,1,625
23,0,0,1,"2","1",1,0,1,529
35,0,1,1,"2","0",1,0,1,1225
32,1,0,1,"2","1",1,0,1,1024
23,1,0,1,"2","0",1,0,1,529
42,0,1,1,"3","1",0,1,0,1764
35,0,1,1,"3","0",0,1,0,1225
29,1,1,1,"3","0",0,1,0,841
42,0,1,1,"3","0",0,0,0,1764
24,0,1,1,"2","0",0,0,0,576
25,1,1,1,"2","0",0,0,0,625
45,1,1,1,"2","0",1,0,1,2025
44,0,1,1,"3","0",1,0,1,1936
42,0,1,1,"3","0",1,0,1,1764
41,0,1,0,"3","0",0,0,0,1681
40,1,1,0,"3","0",0,0,0,1600
25,0,0,1,"2","1",0,0,0,625
35,0,1,0,"2","0",1,0,1,1225
32,1,1,0,"1","0",1,0,1,1024
46,1,1,1,"2","1",0,0,0,2116
43,0,1,1,"2","0",0,0,0,1849
39,0,1,1,"3","0",0,0,0,1521
38,1,1,1,"2","0",0,0,0,1444
44,0,1,1,"2","0",0,0,0,1936
39,1,1,1,"3","0",0,0,0,1521
44,1,1,1,"3","0",1,0,1,1936
46,1,1,1,"3","0",1,0,1,2116
43,0,1,1,"3","1",1,0,1,1849
41,1,1,1,"3","0",1,0,1,1681
39,0,1,1,"4","0",1,0,1,1521
35,0,1,1,"2","0",1,0,1,1225
45,1,1,0,"3","0",1,1,0,2025
41,0,1,1,"3","1",1,1,0,1681
38,1,1,1,"3","1",1,1,0,1444
37,1,0,1,"4","1",0,1,1,1369
38,1,1,1,"3","1",1,0,1,1444
43,1,1,1,"3","0",1,0,1,1849
46,1,1,1,"2","0",0,0,0,2116
43,1,0,1,"2","0",0,0,0,1849
41,0,1,1,"3","0",0,0,0,1681
39,0,1,1,"3","0",0,0,0,1521
42,0,0,0,"3","0",0,0,0,1764
32,1,1,0,"3","0",0,0,0,1024
41,0,1,1,"3","0",0,0,0,1681
39,1,1,1,"3","0",0,0,0,1521
37,0,1,1,"3","0",0,0,0,1369
36,1,1,1,"3","0",0,0,0,1296
46,1,0,1,"3","1",0,1,0,2116
42,1,1,1,"3","1",1,0,1,1764
40,0,1,1,"3","1",1,0,1,1600
35,1,1,1,"3","1",0,0,0,1225
32,0,1,1,"3","1",0,0,0,1024
43,1,0,1,"3","1",0,0,0,1849
46,1,1,1,"2","0",0,1,0,2116
45,0,1,1,"3","0",0,1,0,2025
44,1,1,1,"4","1",0,0,0,1936
43,0,1,1,"4","0",0,1,0,1849
40,0,1,1,"2","0",0,1,0,1600
45,1,0,1,"3","0",0,0,1,2025
42,0,1,1,"3","0",0,1,1,1764
30,1,1,1,"2","0",0,1,1,900
26,1,1,1,"1","0",0,1,1,676
35,1,1,1,"4","0",0,1,1,1225
41,1,1,1,"3","0",1,0,1,1681
27,1,1,1,"3","1",1,0,0,729
26,0,1,1,"2","0",1,0,0,676
24,0,1,1,"2","0",1,0,0,576
22,0,0,1,"2","1",1,0,0,484
43,0,1,0,"3","1",1,0,1,1849
40,1,1,0,"3","1",1,0,1,1600
41,1,1,1,"3","1",0,1,0,1681
37,1,0,1,"3","1",0,1,0,1369
32,1,1,1,"3","1",0,1,0,1024
30,0,1,1,"1","1",0,1,0,900
40,0,1,1,"2","0",0,1,0,1600
25,0,0,1,"2","1",1,0,1,625
23,1,0,1,"2","0",1,0,1,529
43,1,1,1,"3","0",0,1,0,1849
43,0,1,1,"4","0",1,1,0,1849
41,1,1,1,"2","0",0,1,0,1681
37,1,0,1,"3","1",0,1,0,1369
33,1,0,1,"3","1",0,1,0,1089
34,1,1,1,"1","0",0,0,0,1156
30,0,1,1,"2","0",0,0,0,900
40,1,0,1,"1","0",0,0,0,1600
45,0,1,1,"3","0",0,0,0,2025
42,1,1,1,"3","1",0,0,0,1764
42,0,1,1,"2","0",0,1,0,1764
40,1,0,1,"2","0",0,1,0,1600
34,0,1,1,"3","0",0,1,0,1156
40,1,1,1,"3","1",0,0,0,1600
45,1,0,1,"2","0",0,0,0,2025
46,1,1,1,"3","0",0,0,0,2116
42,0,1,1,"3","0",0,0,0,1764
46,1,1,1,"4","1",0,0,0,2116
45,0,1,1,"3","0",0,0,0,2025
43,0,1,1,"4","0",0,0,0,1849
41,0,1,1,"3","0",0,0,0,1681
29,1,0,0,"2","1",0,1,1,841
44,1,1,0,"3","0",0,0,0,1936
46,0,1,0,"3","0",0,0,0,2116
41,1,1,0,"3","0",0,0,0,1681
45,0,1,0,"4","0",1,0,1,2025
46,0,1,1,"2","0",1,1,0,2116
38,0,1,1,"2","0",1,0,1,1444
43,0,1,1,"3","0",0,0,0,1849
42,1,1,1,"2","0",0,0,0,1764
31,1,0,0,"2","0",0,1,0,961
46,1,1,1,"2","0",0,1,1,2116
44,0,1,1,"4","0",0,0,0,1936
44,0,1,1,"2","0",0,0,0,1936
43,0,1,1,"3","0",0,0,0,1849
42,1,1,1,"4","0",0,0,0,1764
40,1,1,1,"3","0",0,0,0,1600
31,1,0,1,"3","0",0,0,0,961
37,1,1,0,"4","0",0,0,0,1369
32,1,1,0,"3","1",0,0,0,1024
41,0,1,0,"3","0",0,0,0,1681
46,0,1,1,"2","0",0,0,0,2116
42,1,1,1,"2","0",0,0,0,1764
45,0,0,1,"3","0",1,0,1,2025
31,1,1,1,"2","0",0,0,0,961
42,0,1,1,"3","0",0,1,1,1764
43,1,1,1,"3","0",1,1,0,1849
32,0,0,1,"3","0",1,1,0,1024
28,0,1,1,"3","0",1,1,0,784
25,1,0,1,"2","1",1,1,0,625
31,1,1,0,"3","1",0,0,0,961
31,0,1,0,"3","0",0,0,0,961
27,0,1,0,"2","0",0,0,0,729
45,0,1,0,"3","0",0,1,1,2025
28,1,1,0,"2","0",0,1,1,784
31,1,0,1,"4","0",1,1,0,961
25,1,1,1,"2","0",1,1,0,625
46,0,1,1,"2","0",0,0,0,2116
39,1,1,1,"3","0",0,0,0,1521
35,1,1,1,"3","0",0,0,0,1225
29,1,0,1,"2","1",0,1,0,841
25,0,1,1,"3","1",0,1,0,625
45,0,1,1,"3","1",1,1,0,2025
46,1,1,0,"3","0",0,0,0,2116
44,0,1,0,"3","0",0,0,0,1936
29,1,1,0,"2","0",1,1,0,841
27,1,0,0,"1","0",1,1,0,729
32,1,1,1,"3","0",0,0,0,1024
28,0,1,1,"2","1",0,0,0,784
33,1,0,0,"1","0",1,0,1,1089
43,1,1,0,"3","0",0,0,0,1849
38,0,1,0,"3","0",0,0,0,1444
35,1,1,0,"2","1",0,0,0,1225
33,1,1,0,"3","0",0,0,0,1089
42,0,1,0,"3","0",0,1,0,1764
41,0,1,1,"3","0",1,1,0,1681
39,1,1,1,"3","1",1,1,0,1521
38,1,1,1,"4","1",1,1,0,1444
45,1,0,1,"2","0",1,1,0,2025
41,0,1,1,"2","0",0,1,0,1681
38,0,1,1,"3","0",0,1,0,1444
26,0,1,1,"2","1",0,1,0,676
46,0,1,1,"3","0",0,0,0,2116
45,0,1,1,"3","0",0,0,0,2025
42,0,1,1,"4","0",0,0,0,1764
41,0,1,1,"3","1",0,0,0,1681
38,1,1,1,"2","0",0,0,0,1444
37,0,1,1,"4","1",0,0,0,1369
36,1,1,1,"3","1",1,0,1,1296
34,0,1,1,"4","1",1,0,1,1156
38,1,1,1,"3","0",1,0,1,1444
29,0,0,1,"2","0",1,0,1,841
44,0,1,1,"4","0",1,0,0,1936
42,1,1,1,"4","0",1,0,0,1764
42,1,1,1,"4","1",1,0,0,1764
42,0,1,1,"2","0",0,0,0,1764
40,1,1,1,"3","0",0,0,0,1600
39,0,1,1,"4","0",0,0,0,1521
46,1,1,1,"2","0",0,0,0,2116
42,1,1,1,"3","0",1,0,1,1764
22,1,0,0,"2","1",0,1,0,484
45,1,1,1,"2","0",1,1,0,2025
43,0,1,1,"2","0",1,1,0,1849
40,0,1,1,"2","0",1,0,1,1600
45,0,1,1,"3","1",0,0,0,2025
43,1,1,1,"2","0",0,0,0,1849
46,0,1,1,"3","0",0,0,0,2116
44,1,1,1,"3","0",0,0,0,1936
39,1,1,1,"3","0",0,0,0,1521
29,0,1,1,"2","0",0,0,0,841
46,0,1,0,"2","0",0,0,0,2116
44,1,1,0,"2","0",0,0,0,1936
46,0,1,1,"3","0",0,0,0,2116
37,1,1,1,"3","1",0,0,0,1369
46,1,1,1,"4","1",0,0,0,2116
45,0,1,1,"3","0",0,1,0,2025
43,0,1,1,"2","0",0,1,0,1849
40,0,1,1,"3","0",0,1,0,1600
38,1,0,1,"3","1",0,1,0,1444
25,0,1,0,"2","0",1,1,0,625
42,1,1,0,"2","0",1,0,1,1764
34,1,0,0,"2","0",1,0,1,1156
31,1,0,0,"2","0",1,0,1,961
29,1,0,0,"2","0",1,0,1,841
42,0,1,1,"2","0",0,1,0,1764
40,1,1,1,"3","1",0,1,0,1600
44,1,0,1,"2","0",0,1,0,1936
46,0,1,1,"2","0",0,1,0,2116
28,1,1,1,"3","1",0,1,0,784
23,1,0,1,"3","1",0,1,0,529
22,0,0,1,"3","0",0,1,0,484
46,1,1,1,"3","0",0,1,1,2116
28,1,1,0,"3","1",1,0,1,784
44,1,1,1,"3","1",0,0,0,1936
31,0,0,1,"2","1",0,0,0,961
44,1,1,1,"1","1",1,0,1,1936
33,0,1,1,"3","0",1,0,1,1089
31,1,1,1,"3","0",1,0,1,961
26,1,1,1,"3","0",1,0,1,676
35,1,1,1,"1","0",1,0,1,1225
45,1,1,1,"3","1",1,0,1,2025
41,1,1,1,"3","1",1,0,1,1681
39,1,1,1,"2","0",1,0,1,1521
25,0,1,1,"2","1",0,0,0,625
32,1,1,1,"3","1",0,0,0,1024
43,0,1,1,"3","0",0,1,1,1849
33,0,1,1,"2","0",0,0,0,1089
27,1,1,1,"3","0",0,0,0,729
23,1,1,1,"2","0",0,0,0,529
43,1,1,1,"4","0",0,0,0,1849
42,0,1,1,"3","0",0,0,0,1764
43,0,0,1,"2","0",0,1,0,1849
41,0,1,1,"3","0",0,1,0,1681
32,0,1,1,"3","1",0,1,0,1024
44,1,1,1,"3","0",0,0,0,1936
41,1,1,1,"3","0",0,0,0,1681
39,0,1,1,"3","0",0,0,0,1521
37,0,1,1,"3","0",0,0,0,1369
35,1,1,1,"2","0",0,0,0,1225
45,0,1,1,"3","0",1,0,1,2025
44,0,1,1,"2","0",1,0,1,1936
42,0,1,1,"2","0",1,0,1,1764
44,1,1,0,"2","0",0,0,0,1936
40,1,1,0,"3","0",0,0,0,1600
23,0,1,0,"2","0",0,0,0,529
39,1,1,1,"2","0",1,0,1,1521
38,0,1,1,"2","0",1,0,1,1444
32,0,0,1,"3","0",1,0,1,1024
46,1,1,1,"3","0",0,0,0,2116
45,0,1,1,"3","0",0,0,0,2025
45,1,0,0,"3","0",1,1,0,2025
41,1,1,0,"2","0",1,1,0,1681
35,1,0,0,"2","0",1,1,0,1225
46,1,0,1,"3","0",1,0,1,2116
41,1,1,1,"3","0",1,0,1,1681
46,1,1,1,"3","0",1,0,1,2116
45,1,1,1,"4","1",1,0,1,2025
43,1,1,1,"3","1",1,0,1,1849
29,1,1,1,"3","0",0,0,0,841
37,1,1,1,"3","1",1,1,0,1369
32,1,0,1,"4","0",1,1,0,1024
29,1,0,1,"3","0",1,1,0,841
26,1,0,1,"4","0",1,1,0,676
24,1,1,1,"2","0",1,1,0,576
22,0,0,1,"3","0",1,1,0,484
23,1,1,1,"2","0",0,0,0,529
45,0,1,1,"3","0",0,0,0,2025
46,1,1,1,"4","0",1,1,0,2116
34,1,0,1,"4","0",1,1,0,1156
30,1,0,1,"4","0",1,1,0,900
25,1,0,1,"4","1",1,0,1,625
22,0,1,1,"2","0",1,0,1,484
46,0,1,0,"3","0",0,1,0,2116
45,1,0,0,"2","0",0,1,0,2025
35,0,1,1,"3","0",1,1,0,1225
39,0,1,1,"3","0",0,1,0,1521
32,1,1,1,"3","1",0,1,0,1024
33,0,1,1,"2","0",1,0,0,1089
29,0,1,1,"2","0",1,0,0,841
46,1,1,1,"4","0",0,0,0,2116
45,1,1,1,"3","0",0,0,0,2025
44,0,1,1,"2","0",0,1,1,1936
40,0,1,1,"2","0",0,1,1,1600
35,1,1,1,"3","1",0,1,1,1225
44,1,1,1,"3","1",0,1,0,1936
43,0,1,1,"3","0",0,1,0,1849
37,0,1,1,"3","0",0,1,0,1369
43,0,1,0,"3","0",1,1,0,1849
40,0,1,0,"3","0",1,1,0,1600
37,1,1,0,"2","0",1,1,0,1369
36,0,1,0,"3","0",1,1,0,1296
33,0,1,1,"3","0",1,0,1,1089
40,1,0,1,"2","0",0,0,0,1600
43,1,1,1,"2","0",0,1,0,1849
31,0,0,1,"2","0",0,1,0,961
44,1,0,1,"3","0",0,0,0,1936
41,1,1,0,"2","0",0,1,0,1681
41,1,1,1,"3","1",1,1,0,1681
38,1,1,1,"2","0",1,1,0,1444
45,0,1,1,"2","0",0,0,1,2025
38,1,1,1,"2","0",0,0,0,1444
43,1,1,1,"2","0",1,0,1,1849
42,1,1,1,"2","0",1,0,1,1764
33,1,1,1,"2","0",1,0,1,1089
43,0,1,0,"3","0",1,1,0,1849
31,1,1,0,"3","1",0,1,0,961
42,1,0,1,"3","1",0,0,0,1764
35,1,0,1,"3","1",0,0,0,1225
29,1,0,1,"3","1",0,0,0,841
42,1,1,1,"2","0",1,1,0,1764
29,1,0,1,"2","0",0,1,0,841
28,0,0,1,"2","1",0,1,0,784
27,1,1,1,"4","1",0,1,0,729
32,1,1,1,"3","0",1,0,1,1024
25,1,0,1,"2","1",1,0,1,625
23,1,0,1,"1","1",1,0,1,529
28,0,1,0,"2","0",0,0,0,784
25,1,0,0,"2","0",0,0,0,625
25,1,1,1,"3","0",1,0,1,625
46,1,1,1,"3","0",0,0,0,2116
45,0,1,1,"3","0",0,0,0,2025
35,0,1,1,"4","0",0,1,0,1225
33,0,1,1,"3","0",0,1,0,1089
41,0,1,1,"3","0",0,1,1,1681
38,0,1,1,"2","0",0,1,1,1444
37,0,1,1,"3","0",0,1,1,1369
41,0,1,1,"2","0",1,1,0,1681
38,0,1,1,"3","0",1,1,0,1444
33,1,1,1,"2","0",0,0,0,1089
46,1,1,1,"3","0",0,0,0,2116
40,1,1,1,"3","0",0,0,0,1600
44,1,1,1,"2","0",0,1,1,1936
41,1,0,1,"2","0",0,1,0,1681
36,0,0,1,"2","1",0,1,0,1296
38,1,1,1,"2","0",0,1,0,1444
44,0,1,1,"3","0",0,0,0,1936
45,1,1,0,"3","0",1,0,1,2025
36,0,1,0,"3","0",0,0,0,1296
44,1,1,0,"2","0",0,0,1,1936
40,0,0,1,"2","0",1,1,0,1600
38,0,0,1,"1","0",1,1,0,1444
36,0,1,1,"4","0",0,0,0,1296
46,0,1,1,"3","0",0,0,0,2116
31,0,1,1,"3","0",0,0,0,961
27,0,0,1,"2","0",0,0,0,729
39,0,1,1,"2","0",0,1,1,1521
31,0,1,1,"3","0",0,1,1,961
34,1,1,1,"3","0",0,1,1,1156
45,1,1,1,"2","0",0,1,1,2025
44,1,1,0,"3","0",1,0,1,1936
30,0,0,0,"2","0",1,0,1,900
28,0,1,0,"3","0",1,0,1,784
24,1,0,1,"3","1",1,0,1,576
46,0,1,0,"4","1",0,0,0,2116
38,0,1,0,"4","1",0,0,0,1444
31,1,1,1,"2","0",0,0,0,961
28,0,1,0,"3","0",0,1,1,784
22,1,0,0,"2","0",0,1,1,484
43,1,1,0,"3","0",0,1,0,1849
41,1,1,0,"3","0",0,1,0,1681
40,0,1,0,"3","0",0,1,0,1600
37,0,1,0,"3","0",0,1,0,1369
35,0,1,0,"2","0",0,1,0,1225
45,0,1,1,"3","0",1,1,0,2025
39,0,1,1,"4","1",1,1,0,1521
45,0,1,1,"2","0",0,1,0,2025
43,1,1,1,"2","0",0,1,0,1849
35,0,1,1,"1","0",0,1,0,1225
41,0,1,1,"3","0",1,0,0,1681
41,1,1,1,"4","0",0,1,0,1681
34,0,1,1,"2","0",0,1,0,1156
29,1,1,1,"2","1",0,0,0,841
21,0,0,1,"3","1",0,0,0,441
36,0,1,1,"3","0",0,0,0,1296
30,1,1,1,"3","1",0,0,0,900
28,0,1,1,"3","1",0,0,0,784
36,1,1,1,"3","1",0,0,0,1296
46,0,1,1,"2","0",0,0,0,2116
31,1,0,1,"3","1",0,0,0,961
45,1,1,1,"3","1",0,0,0,2025
46,0,1,1,"2","0",0,0,0,2116
28,0,1,1,"4","0",0,0,0,784
38,0,1,1,"3","0",0,0,0,1444
36,0,1,1,"3","0",0,0,0,1296
45,0,0,0,"2","1",0,0,0,2025
44,1,1,0,"3","1",0,0,0,1936
39,0,1,1,"3","0",0,0,0,1521
37,1,0,1,"2","0",0,0,0,1369
35,1,1,1,"3","1",0,1,1,1225
25,1,1,1,"3","0",0,0,0,625
23,1,0,1,"1","0",0,0,0,529
44,1,1,0,"4","0",0,0,0,1936
44,1,1,0,"3","0",0,0,0,1936
42,0,1,1,"4","0",0,0,0,1764
38,0,1,1,"4","1",0,0,0,1444
35,0,1,1,"4","0",0,0,0,1225
31,1,1,1,"1","0",0,0,0,961
45,1,1,1,"2","0",0,0,0,2025
43,0,1,1,"4","1",0,0,0,1849
34,0,0,1,"2","1",0,1,1,1156
43,1,1,1,"3","1",0,0,0,1849
33,1,0,1,"3","1",0,0,0,1089
46,1,1,1,"3","0",0,0,0,2116
42,0,1,1,"3","0",0,0,0,1764
41,1,1,1,"3","1",0,0,1,1681
